Arabic,0.7410934028154744
Bulgarian,0.8000003526179554
Croatian,0.7138210794536974
Czech,0.8037545728834957
Danish,0.7425439526538028
English,0.8168117558619699
Finnish,0.6406532356747137
Gothic,0.6440412082795742
Greek,0.7250013095799145
Hebrew,0.7558921495381458
Hindi,0.8397000383487372
Italian,0.8249997373388241
Norwegian,0.8274368795524994
Old_Church_Slavonic,0.683697149615874
Persian,0.788654972437455
Polish,0.8165938092362266
Portuguese,0.7810611834572384
Slovenian,0.8023330601284795
Spanish,0.7560633954774174
Swedish,0.7861396895337486
