Function relations,Content relations
aux auxpass case cc cop det expl mark neg mwe,acl advcl advmod amod appos ccomp compound conj csubj csubjpass dislocated dobj iobj list name nmod nsubj nsubjpass nummod parataxis remnant root vocative xcomp
